"UMAP_1","UMAP_2","sample","major_cluster_label_trained_with_all","cluster_label_trained_with_all","subclass_bootstrapping_probability","subclass_name","Subclass"
1.57568257910334,1.11905636513573,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
5.26569741827571,2.82784642899376,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.863113282743326,0.393007567766728,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.27945047753728,3.23805918419701,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-2.29888945954717,6.09218516075951,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.828543485578665,3.51437296593529,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.05402141946233,-2.72991357123512,"E16_old","Martinotti","Martinotti_3",0.96,"053 Sst Gaba","053 Sst Gaba"
-1.30413764851964,6.52171148980004,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.66690534490026,6.97340216362816,"E16_old","Non-Martinotti","Non-Martinotti_2",0.91,"050 Lamp5 Lhx6 Gaba","Other"
-0.352388919767508,-0.100743257757602,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.457937865081659,2.25449528420311,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.18310016256892,3.47429098809105,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.79059511559881,1.03846224272591,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.7252750979098,2.58008684838158,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
-4.71681553262151,-2.61110720908302,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
2.79631155592524,-4.10927472388404,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-2.39885908502019,5.96386828148705,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.84533506768621,-3.12290416037696,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.27597218888677,4.19526257241112,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.60678118604101,6.20506920540673,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
2.60529535872065,3.48037614548546,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-6.75710207360662,1.18688263619286,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"052 Pvalb Gaba","052 Pvalb Gaba"
-3.45218902963079,3.92857708657128,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.0797376050321,4.49669756615502,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.0728224651249555,5.13507713997704,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
6.80726808172785,1.57723917687279,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.854094146314493,2.55079116547448,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.47447699171626,-3.42696748053688,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
5.93321651083552,-0.795438566562114,"E16_old","LRP","LRP3",1,"053 Sst Gaba","053 Sst Gaba"
-4.95607143777288,1.76520182812554,"E16_old","Non-Martinotti","Non-Martinotti_3",0.96,"053 Sst Gaba","053 Sst Gaba"
-0.475853623327384,4.84866013253075,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.76019829374873,-2.403231957313,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-6.08860498803533,-4.703196385261,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.00199836355769,0.539402535799565,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.11241429907404,0.808340212944569,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.76417309182561,2.88207139695031,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
0.484071402374139,-4.10787472998756,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.508168725791803,0.306243828180852,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.291855753835807,-0.387769618388591,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.05368238824285,-2.1531668690409,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.93350583451665,3.86059012139183,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
4.73641532522761,-1.83358083045143,"E16_old","LRP","LRP3",1,"075 MEA-BST Lhx6 Nr2e1 Gaba","Other"
-2.35581141847051,5.73159136498314,"E16_old","Non-Martinotti","Non-Martinotti_2",0.93,"052 Pvalb Gaba","052 Pvalb Gaba"
2.48339646917902,3.843030593041,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.70016318696416,-3.42010984694618,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-3.73612576859869,3.85924210274559,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.395644546922812,4.02915205681664,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.2929556952151,0.273101410511555,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.67586940663732,-6.84838805472511,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-1.73864931004919,6.43175568306786,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.36312824624456,3.80185141289574,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.82393819230474,5.45778002465111,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.85140568154729,-4.11658654486793,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
2.67884057623469,1.08457048857552,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.19391530615412,-0.79290137564796,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
-3.48323971169866,4.22103943550927,"E16_old","Non-Martinotti","Non-Martinotti_3",0.94,"053 Sst Gaba","053 Sst Gaba"
-4.7851567878095,-1.98872075354713,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.288751424726615,4.38201203072411,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
4.31548780066096,-1.38154695307869,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-1.50827974217809,3.67362060273034,"E16_old","Non-Martinotti","Non-Martinotti_3",0.74,"053 Sst Gaba","053 Sst Gaba"
-4.11924368279851,4.55385365212304,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.05077368157781,-0.353770056125102,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.072017057362428,4.70793022835595,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.83087533575617,-3.91189847266334,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
4.7508220062884,-1.74486789977211,"E16_old","LRP","LRP3",1,"075 MEA-BST Lhx6 Nr2e1 Gaba","Other"
-2.43740564721502,5.2659164878164,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.15751719338023,4.07685508454186,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.0145041360227,3.12848200524193,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
8.5548204765948,1.52207591259819,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.54532820123113,3.96147098267418,"E16_old","Non-Martinotti","Non-Martinotti_3",0.99,"052 Pvalb Gaba","052 Pvalb Gaba"
0.474507837119928,-3.46022353446144,"E16_old","Non-Martinotti","Non-Martinotti_3",0.99,"053 Sst Gaba","053 Sst Gaba"
-5.04781967538274,-4.70809445655006,"E16_old","Non-Martinotti","Non-Martinotti_5",0.95,"053 Sst Gaba","053 Sst Gaba"
-1.13947504895605,3.86675395691735,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.87754064935125,1.77058877671105,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.63875490563787,-2.74006209647316,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.85711830717646,-4.16905389105934,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-6.24770313638128,-3.46777162825721,"E16_old","Non-Martinotti","Non-Martinotti_3",0.95,"052 Pvalb Gaba","052 Pvalb Gaba"
-1.35445255177892,5.20910896981102,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.00029534238255946,-2.34506688391822,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-2.7997744693128,4.05974044525963,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-2.99218994515813,2.27374901497704,"E16_old","Non-Martinotti","Non-Martinotti_5",0.54,"052 Pvalb Gaba","052 Pvalb Gaba"
1.75067883593165,3.63591994965416,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.87279468911565,5.42139591896874,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.66328328711115,-2.13635835921424,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-3.29604321854986,3.98113622391564,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-4.39395719903387,-4.71359525000709,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.231033266958365,4.98173918450219,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
-6.15313726800359,0.386021724585118,"E16_old","Non-Martinotti","Non-Martinotti_4",0.99,"052 Pvalb Gaba","052 Pvalb Gaba"
4.06484478575312,-2.76812610900062,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-4.72219902413763,2.3234251948629,"E16_old","Non-Martinotti","Non-Martinotti_4",0.82,"053 Sst Gaba","053 Sst Gaba"
-2.21411615746892,6.57468094551903,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.72378224271215,2.19274749482018,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-0.182735980924735,-2.61286077773231,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-3.89391762154973,-5.46901164328712,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
0.451090096059671,0.243773734811368,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.506576062616477,-3.94228253638404,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.715052784856925,3.39929427826745,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.82678586381353,6.74293675148827,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.370749621215692,3.72617258751732,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.11814606052958,-3.83562264716285,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.45990973574244,-4.64620385443824,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-4.21817976373113,3.44571604454857,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.51359325510584,2.29787268364769,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.131150127824912,4.26642002785546,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
4.39856093985163,-1.78037796294349,"E16_old","Martinotti","Martinotti_3",1,"075 MEA-BST Lhx6 Nr2e1 Gaba","Other"
4.07412999731623,-2.7301190880503,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
5.03118365866267,-1.57749579226631,"E16_old","LRP","LRP3",1,"075 MEA-BST Lhx6 Nr2e1 Gaba","Other"
-0.953465522703299,-6.56619153296607,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
0.933617232862344,4.85531248772484,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.0251296474305484,1.871266505364,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.419972659525046,-3.99612031256813,"E16_old","Martinotti","Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.10133558648504,6.9539629431997,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.1736416234342,-6.54387698447364,"E16_old","Martinotti","Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.80483204263128,-4.31676993643898,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-2.2556431903211,3.57258763039452,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.48460441964544,-5.36682448660987,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
1.04290455442988,1.40325798714501,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.449391289177766,2.71148695671898,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
5.6828460083636,-0.0470210400785782,"E16_old","LRP","LRP3",1,"053 Sst Gaba","053 Sst Gaba"
-0.140343011793265,4.27185501778466,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.16287475961126,2.51614942276818,"E16_old","Non-Martinotti","Non-Martinotti_3",0.76,"053 Sst Gaba","053 Sst Gaba"
-3.09835773843206,3.45544471466881,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-3.51520949738897,4.32605519020897,"E16_old","Non-Martinotti","Non-Martinotti_2",0.81,"053 Sst Gaba","053 Sst Gaba"
1.72936349970423,-0.368638196345744,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
3.80069464308344,-1.4310275105204,"E16_old","LRP","LRP3",1,"075 MEA-BST Lhx6 Nr2e1 Gaba","Other"
-2.83101207154668,2.70069970810753,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.85145765679754,-5.24015984809059,"E16_old","Martinotti","Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.74412900346197,3.68936052048546,"E16_old","Non-Martinotti","Non-Martinotti_3",0.57,"052 Pvalb Gaba","052 Pvalb Gaba"
1.9453393803271,-0.761664250251231,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.232518015458664,4.7075177642141,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.89205044371211,1.1176066609655,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.252309800562033,3.86513747895104,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.53250724213994,6.9319035025869,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.844951985898843,3.91806306565148,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.185418831679454,-1.99566588675636,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-4.80940681832708,2.05491699898583,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.54709178072535,0.0307754563723228,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.96120649712957,-4.96722350394386,"E16_old","Martinotti","Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.28271442788518,6.55503525460106,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.26028734582342,2.77586283409935,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.02696579557978,0.398838183525624,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.39784782988154,0.00461166227203824,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
2.53289502722346,3.74188389504296,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.1966033591596,-5.55857787406105,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
1.6018106327685,-4.46283183371681,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-0.59826862948812,-0.565088370200572,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
1.69393533331477,-3.27659569060462,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.59849089247309,-3.95842061316627,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
0.0893208519848493,5.43510117256981,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.43148154157079,6.45337118828637,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
5.40428584677302,-0.869356730338512,"E16_old","LRP","LRP3",1,"053 Sst Gaba","053 Sst Gaba"
2.82467549902522,1.13147237027031,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.78723579781927,4.79437174523217,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
0.0828602747353223,2.93609084809166,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-6.93069702523626,1.23564436161858,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
-3.28860932725347,3.77222933495385,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
4.00637239080988,-2.89315090453285,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
1.31828039747798,4.20712675774437,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.36750537293828,-5.88860259329933,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
-0.189677806076178,4.85032429421288,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.95222061735713,-3.94589696204322,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
1.77295476061427,-3.25317893302101,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-5.98567921060003,-4.48462567603248,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.67762833970464,-4.47056994712013,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
-0.789925040182242,4.80595268929345,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.12118297952093,2.99829401696068,"E16_old","Non-Martinotti","Non-Martinotti_2",0.97,"054 STR Prox1 Lhx6 Gaba","Other"
-1.72350388902105,-3.25271950041908,"E16_old","Martinotti","Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.616362153116098,5.08715214455468,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.542703331884513,5.28729119027001,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.17909723657049,-3.87791929518837,"E16_old","Martinotti","Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.71586662394129,3.91713800156456,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.33011108773626,2.96099867546898,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.391608299192557,-0.324430057164607,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.58560425179876,6.08809437477929,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.177728178474536,2.25192298615319,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
4.41697257620417,-2.1875964192118,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-1.31743484872259,3.94932212555748,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.28348511320673,0.351392930987897,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.15971737963282,1.44340243065697,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.81315809625066,0.787926814201894,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"055 STR Lhx8 Gaba","Other"
3.23896306616389,1.50383343422753,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.74819332497991,4.88545050347191,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.740137578424582,1.53477050984246,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.774068056169381,-3.97495827948707,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
2.49187391859614,-3.48255381858009,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-1.48369020360387,6.66222490990502,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.51785689455592,-0.282311239596782,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
6.68500083548152,1.82268228257042,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
