"","brain_section_label","x","y","supertype_label"
"24765450697281683767256628232902934528","Zhuang-ABCA-2.027",4.42158243751214,6.46458192706075,"BAM NN_1"
"249885942678850417902765402239455461376","Zhuang-ABCA-2.027",4.34054646102611,6.47563855182153,"Astro-NT NN_2"
"256023189021287617307444991506692177920","Zhuang-ABCA-2.027",4.38791461459248,6.49450453810847,"Microglia NN_1"
"292902046941545472314383625629269491712","Zhuang-ABCA-2.027",4.5264534922794,6.45927729372281,"SMC NN_1"
"298473121516576785525621235691594711040","Zhuang-ABCA-2.027",4.37923760599057,6.51012931864113,"Endo NN_1"
"303877412585664778095415591504806150144","Zhuang-ABCA-2.027",4.41305273271547,6.49412244246706,"SMC NN_1"
"306759595958548331102024472667302658048","Zhuang-ABCA-2.027",4.39510911068787,6.44585844669647,"Microglia NN_1"
"315758339600312320762642132446163763200","Zhuang-ABCA-2.027",4.38898878357362,6.52042596308944,"VLMC NN_2"
"318207739078799389438740473318633111552","Zhuang-ABCA-2.027",4.39070630319867,6.47773139864763,"VLMC NN_1"
"322561515486217460253600903518050320384","Zhuang-ABCA-2.027",4.34407542838658,6.49109127326411,"Endo NN_1"
"332430454495820605553229166151200669696","Zhuang-ABCA-2.027",4.42231716790462,6.50090232843499,"SMC NN_1"
"333697783117534119492595757972474298368","Zhuang-ABCA-2.027",4.37845087945645,6.48508864022459,"SMC NN_1"
"43298884941522038431511758367352684544","Zhuang-ABCA-2.027",4.35783344161723,6.50314580831492,"SMC NN_1"
"54633294412404025066224687628440043520","Zhuang-ABCA-2.027",4.38743744582075,6.51290319677486,"SMC NN_1"
"144449332184342593048306689420120031232","Zhuang-ABCA-2.027",4.13584841860425,6.42100862326306,"Astro-TE NN_1"
"161758361279941864976091153261599391744","Zhuang-ABCA-2.027",4.2728782801099,6.51423080318806,"VLMC NN_2"
